location_id,classification,reason,non_bsl_code,location_type,financial_type,evidence_type,provider_id,technology,program,challenge_id,notes
1080051379,1,4,,,,X,0000320117,,SLFRF,,
1080051380,1,4,,,,X,0000320117,,SLFRF,,
1080051382,0,3,,,,,,,,,
1080051383,1,4,,,,X,0000320117,,SLFRF,,
1080051393,1,4,,,,X,0000320117,,SLFRF,,
1080051394,0,4,,,,X,0000320117,,SLFRF,,
1080051395,1,4,,,,X,0000320117,,SLFRF,,
1080051396,1,4,,,,X,0000320117,,SLFRF,,
1080051399,1,4,,,,X,0000320117,,SLFRF,,
1080051400,0,4,,,,X,0000320117,,SLFRF,,
1080051401,1,4,,,,X,0000320117,,SLFRF,,
1080051402,1,4,,,,X,0000320117,,SLFRF,,
1080051415,0,3,,,,,,,,,
1080051418,1,3,,,,,,,,,
1080051420,0,3,,,,,,,,,
1080051421,0,4,,,,X,0000320117,,SLFRF,,
1080051423,1,4,,,,X,0000320117,,SLFRF,,
1080051425,1,3,,,,,,,,,
1080051429,0,4,,,,X,0000320117,,SLFRF,,
1080051430,1,4,,,,X,0000320117,,SLFRF,,
1080051438,0,4,,,,X,0000320117,,SLFRF,,
1080051439,0,4,,,,X,0000320117,,SLFRF,,
1080051440,1,4,,,,X,0000320117,,SLFRF,,
1080051443,0,3,,,,,,,,,
1080051444,1,3,,,,,,,,,
1080051445,1,4,,,,X,0000320117,,SLFRF,,
1080051452,0,3,,,,,,,,,
1080051453,1,4,,,,X,0000320117,,SLFRF,,
1080051458,0,3,,,,,,,,,
1080051459,0,4,,,,X,0000320117,,SLFRF,,
1080051461,1,4,,,,X,0000320117,,SLFRF,,
1080051466,1,4,,,,X,0000320117,,SLFRF,,
1080051469,0,4,,,,X,0000320117,,SLFRF,,
1080051474,1,4,,,,X,0000320117,,SLFRF,,
1080051475,0,4,,,,X,0000320117,,SLFRF,,
1080051476,1,4,,,,X,0000320117,,SLFRF,,
1080051478,0,4,,,,X,0000320117,,SLFRF,,
1080051480,1,4,,,,X,0000320117,,SLFRF,,
1080051481,0,3,,,,,,,,,
1080051488,0,4,,,,X,0000320117,,SLFRF,,
1080051491,0,3,,,,,,,,,
1080051492,1,4,,,,X,0000320117,,SLFRF,,
1080051496,1,4,,,,X,0000320117,,SLFRF,,
1080051499,0,3,,,,,,,,,
1080051502,0,3,,,,,,,,,
1080051504,1,4,,,,X,0000320117,,SLFRF,,
1080051505,1,4,,,,X,0000320117,,SLFRF,,
1080051510,0,3,,,,,,,,,
1080051512,0,4,,,,X,0000320117,,SLFRF,,
1080051513,0,3,,,,,,,,,
1080051514,1,4,,,,X,0000320117,,SLFRF,,
1080051516,0,4,,,,X,0000320117,,SLFRF,,
1080051518,1,4,,,,X,0000320117,,SLFRF,,
1080051521,0,4,,,,X,0000320117,,SLFRF,,
1080051522,0,3,,,,,,,,,
1080051525,1,4,,,,X,0000320117,,SLFRF,,
1080051527,0,3,,,,,,,,,
1080051532,1,4,,,,X,0000320117,,SLFRF,,
1080051535,1,4,,,,X,0000320117,,SLFRF,,
1080051540,1,4,,,,X,0000320117,,SLFRF,,
1080051547,0,3,,,,,,,,,
1080051548,0,4,,,,X,0000320117,,SLFRF,,
1080051549,1,4,,,,X,0000320117,,SLFRF,,
1080051551,1,3,,,,,,,,,
1080051552,1,4,,,,X,0000320117,,SLFRF,,
1080051556,0,4,,,,X,0000320117,,SLFRF,,
1080051559,1,4,,,,X,0000320117,,SLFRF,,
1080051561,1,4,,,,X,0000320117,,SLFRF,,
1080051566,0,3,,,,,,,,,
1080051569,1,4,,,,X,0000320117,,SLFRF,,
1080051573,1,4,,,,X,0000320117,,SLFRF,,
1080051574,1,4,,,,X,0000320117,,SLFRF,,
1080051576,0,3,,,,,,,,,
1080051578,1,4,,,,X,0000320117,,SLFRF,,
1080051580,1,3,,,,,,,,,
1080051582,0,3,,,,,,,,,
1080051585,1,4,,,,X,0000320117,,SLFRF,,
1080051586,0,3,,,,,,,,,
1080051595,0,3,,,,,,,,,
1080051598,0,4,,,,X,0000320117,,SLFRF,,
1080051599,0,4,,,,X,0000320117,,SLFRF,,
1080051600,0,3,,,,,,,,,
1080051601,1,4,,,,X,0000320117,,SLFRF,,
1080051602,1,4,,,,X,0000320117,,SLFRF,,
1080051603,0,4,,,,X,0000320117,,SLFRF,,
1080051606,0,4,,,,X,0000320117,,SLFRF,,
1080051608,0,4,,,,X,0000320117,,SLFRF,,
1080051609,0,4,,,,X,0000320117,,SLFRF,,
1080051612,1,4,,,,X,0000320117,,SLFRF,,
1080051618,1,3,,,,,,,,,
1080051626,0,4,,,,X,0000320117,,SLFRF,,
1080051628,1,4,,,,X,0000320117,,SLFRF,,
1080051632,0,4,,,,X,0000320117,,SLFRF,,
1080051636,1,3,,,,,,,,,
1080051640,0,3,,,,,,,,,
1080051645,1,4,,,,X,0000320117,,SLFRF,,
1080051646,1,4,,,,X,0000320117,,SLFRF,,
1080051647,0,3,,,,,,,,,
1080051648,1,3,,,,,,,,,
1080051650,0,3,,,,,,,,,
1080051651,1,4,,,,X,0000320117,,SLFRF,,
1080051653,0,4,,,,X,0000320117,,SLFRF,,
1080051654,0,4,,,,X,0000320117,,SLFRF,,
1080051655,1,3,,,,,,,,,
1080051656,0,4,,,,X,0000320117,,SLFRF,,
1080051662,1,4,,,,X,0000320117,,SLFRF,,
1080051663,1,4,,,,X,0000320117,,SLFRF,,
1080051665,1,4,,,,X,0000320117,,SLFRF,,
1080051669,1,4,,,,X,0000320117,,SLFRF,,
1080051674,0,4,,,,X,0000320117,,SLFRF,,
1080051677,1,3,,,,,,,,,
1080051679,1,4,,,,X,0000320117,,SLFRF,,
1080051682,0,4,,,,X,0000320117,,SLFRF,,
1080051686,1,4,,,,X,0000320117,,SLFRF,,
1080051687,1,3,,,,,,,,,
1080051691,1,4,,,,X,0000320117,,SLFRF,,
1080051696,0,4,,,,X,0000320117,,SLFRF,,
1080051698,0,4,,,,X,0000320117,,SLFRF,,
1080051704,0,4,,,,X,0000320117,,SLFRF,,
1080051710,0,3,,,,,,,,,
1080051712,1,4,,,,X,0000320117,,SLFRF,,
1080051715,0,3,,,,,,,,,
1080051716,0,3,,,,,,,,,
1080051718,1,4,,,,X,0000320117,,SLFRF,,
1080051719,0,4,,,,X,0000320117,,SLFRF,,
1080051721,0,3,,,,,,,,,
1080051724,0,3,,,,,,,,,
1080051726,1,4,,,,X,0000320117,,SLFRF,,
1080051732,1,4,,,,X,0000320117,,SLFRF,,
1080051733,0,4,,,,X,0000320117,,SLFRF,,
1080051741,1,3,,,,,,,,,
1080051742,1,4,,,,X,0000320117,,SLFRF,,
1080051743,1,3,,,,,,,,,
1080051744,0,3,,,,,,,,,
1080051748,1,4,,,,X,0000320117,,SLFRF,,
1080051750,1,4,,,,X,0000320117,,SLFRF,,
1080051751,0,3,,,,,,,,,
1080051756,1,4,,,,X,0000320117,,SLFRF,,
1080051759,0,4,,,,X,0000320117,,SLFRF,,
1080051761,1,3,,,,,,,,,
1080051768,1,4,,,,X,0000320117,,SLFRF,,
1080051776,1,4,,,,X,0000320117,,SLFRF,,
1080051782,0,3,,,,,,,,,
1080051785,1,4,,,,X,0000320117,,SLFRF,,
1080051788,0,3,,,,,,,,,
1080051789,1,4,,,,X,0000320117,,SLFRF,,
1080051790,0,3,,,,,,,,,
1080051792,0,4,,,,X,0000320117,,SLFRF,,
1080051795,0,4,,,,X,0000320117,,SLFRF,,
1080051798,0,3,,,,,,,,,
1080051800,1,4,,,,X,0000320117,,SLFRF,,
1080051801,1,3,,,,,,,,,
1080051815,1,4,,,,X,0000320117,,SLFRF,,
1080051818,0,4,,,,X,0000320117,,SLFRF,,
1080051819,0,3,,,,,,,,,
